Date,AdjClose,Close,High,Low,Open,Volume
2019-07-10,2017.41,2017.41,2024.94,1995.4,1996.51,4931900
2019-07-09,1988.3,1988.3,1990.01,1943.48,1947.6682,4345700
2019-07-08,1952.3199,1952.32,1956.0,1928.25,1934.12,2883400
2019-07-05,1942.91,1942.91,1945.9,1925.3,1928.6,2628400
2019-07-03,1939.0,1939.0,1941.59,1930.5,1935.89,1690300
2019-07-02,1934.3101,1934.31,1934.79,1906.63,1919.38,2645900
2019-07-01,1922.1899,1922.19,1929.82,1914.66,1922.98,3203300
2019-06-28,1893.63,1893.63,1912.94,1884.0,1909.1,3037400
2019-06-27,1904.28,1904.28,1911.24,1898.04,1902.0,2141700
2019-06-26,1897.83,1897.83,1903.8,1887.32,1892.48,2441900
2019-06-25,1878.27,1878.27,1916.385,1872.42,1911.84,3012300
2019-06-24,1913.9,1913.9,1916.86,1901.3,1912.66,2283000
2019-06-21,1911.3,1911.3,1925.95,1907.58,1916.1,3933600
2019-06-20,1918.1899,1918.19,1935.2,1905.8,1933.33,3217200
2019-06-19,1908.79,1908.79,1919.581,1892.47,1907.84,2895300
2019-06-18,1901.37,1901.37,1921.67,1899.79,1901.35,3895700
2019-06-17,1886.03,1886.03,1895.688,1875.4237,1876.5,2634300
2019-06-14,1869.67,1869.67,1876.0,1859.0,1864.0,2851200
2019-06-13,1870.3,1870.3,1883.09,1862.22,1866.72,2795800
2019-06-12,1855.3199,1855.32,1865.0,1844.38,1853.98,2678300
2019-06-11,1863.7,1863.7,1893.7,1858.0,1883.25,4042700
2019-06-10,1860.63,1860.63,1884.87,1818.0,1822.0,5371000
2019-06-07,1804.03,1804.03,1806.254,1759.49,1763.7,4808200
2019-06-06,1754.36,1754.36,1760.0,1726.13,1737.71,3689300
2019-06-05,1738.5,1738.5,1752.0,1715.251,1749.6,4239800
2019-06-04,1729.5601,1729.56,1730.9691,1680.89,1699.24,5679100
2019-06-03,1692.6899,1692.69,1766.29,1672.0,1760.01,9098700
2019-05-31,1775.0699,1775.07,1795.585,1772.703,1790.01,4618800
2019-05-30,1816.3199,1816.32,1829.47,1807.825,1825.49,3146900
2019-05-29,1819.1899,1819.19,1830.0,1807.533,1823.12,4279000
2019-05-28,1836.4301,1836.43,1849.2922,1827.35,1832.75,3200000
2019-05-24,1823.28,1823.28,1841.76,1817.851,1835.89,3369700
2019-05-23,1815.48,1815.48,1844.0,1804.2,1836.59,4424300
2019-05-22,1859.6801,1859.68,1871.485,1851.0,1851.78,2936600
2019-05-21,1857.52,1857.52,1879.0,1846.2825,1874.79,4005100
2019-05-20,1858.97,1858.97,1867.78,1835.54,1852.69,3798200
2019-05-17,1869.0,1869.0,1910.53,1867.33,1893.05,4736600
2019-05-16,1907.5699,1907.57,1917.51,1882.29,1885.94,4707800
2019-05-15,1871.15,1871.15,1874.427,1823.0,1827.95,4692600
2019-05-14,1840.12,1840.12,1852.44,1815.75,1839.5,4629100
2019-05-13,1822.6801,1822.68,1846.535,1818.0,1836.56,5783400
2019-05-10,1889.98,1889.98,1903.79,1856.0,1898.0,5718000
2019-05-09,1899.87,1899.87,1909.4,1876.0,1900.0,5308300
2019-05-08,1917.77,1917.77,1935.37,1910.0,1918.87,4078600
2019-05-07,1921.0,1921.0,1949.101,1903.38,1939.99,5902100
2019-05-06,1950.55,1950.55,1959.0,1910.4968,1917.98,5417800
2019-05-03,1962.46,1962.46,1964.4,1936.0,1948.956,6381600
2019-05-02,1900.8199,1900.82,1921.55,1881.87,1913.33,3962900
2019-05-01,1911.52,1911.52,1943.64,1910.55,1933.09,3117000
2019-04-30,1926.52,1926.52,1935.71,1906.95,1930.1,3506000
2019-04-29,1938.4301,1938.43,1956.335,1934.09,1949.0,4021300
2019-04-26,1950.63,1950.63,1951.0,1898.0,1929.0,8432600
2019-04-25,1902.25,1902.25,1922.45,1900.31,1917.004,6099100
2019-04-24,1901.75,1901.75,1929.69,1898.16,1925.0,3675800
2019-04-23,1923.77,1923.77,1929.26,1889.58,1891.2,4640400
2019-04-22,1887.3101,1887.31,1888.42,1845.64,1855.4,3373800
2019-04-18,1861.6899,1861.69,1870.82,1859.48,1868.79,2749900
2019-04-17,1864.8199,1864.82,1876.473,1860.44,1872.99,2893500
2019-04-16,1863.04,1863.04,1869.77,1848.0,1851.35,3044600
2019-04-15,1844.87,1844.87,1846.85,1818.9,1842.0,3724400
2019-04-12,1843.0601,1843.06,1851.5,1841.3,1848.4,3114400
2019-04-11,1844.0699,1844.07,1849.95,1840.31,1848.7,2654800
2019-04-10,1847.33,1847.33,1848.0,1828.81,1841.0,2964000
2019-04-09,1835.84,1835.84,1853.09,1831.8908,1845.49,3714400
2019-04-08,1849.86,1849.86,1850.2,1825.2108,1833.23,3752800
2019-04-05,1837.28,1837.28,1838.58,1825.19,1829.0,3640500
2019-04-04,1818.86,1818.86,1828.75,1804.2,1820.65,3623900
2019-04-03,1820.7,1820.7,1830.0,1809.62,1826.72,3926100
2019-04-02,1813.98,1813.98,1820.0,1805.121,1811.02,3448100
2019-04-01,1814.1899,1814.19,1815.67,1798.73,1800.11,4238800
2019-03-29,1780.75,1780.75,1792.86,1776.63,1786.58,3320800
2019-03-28,1773.42,1773.42,1777.93,1753.47,1770.0,3043000
2019-03-27,1765.7,1765.7,1787.5,1745.68,1784.13,4324800
2019-03-26,1783.76,1783.76,1805.77,1773.36,1792.9195,4865900
2019-03-25,1774.26,1774.26,1782.675,1747.5,1757.79,5103800
2019-03-22,1764.77,1764.77,1818.98,1763.11,1810.17,6363000
2019-03-21,1819.26,1819.26,1823.75,1787.281,1796.26,5767800
2019-03-20,1797.27,1797.27,1799.5,1767.034,1769.94,6265600
2019-03-19,1761.85,1761.85,1784.16,1753.51,1753.51,6364200
2019-03-18,1742.15,1742.15,1750.0,1712.63,1712.7,5429100
2019-03-15,1712.36,1712.36,1718.8,1693.13,1703.0,7550900
2019-03-14,1686.22,1686.22,1702.0,1684.34,1691.2,2946600
2019-03-13,1690.8101,1690.81,1700.0,1679.411,1683.0,3552000
2019-03-12,1673.1,1673.1,1684.265,1660.98,1669.0,3614500
2019-03-11,1670.62,1670.62,1672.285,1626.01,1626.12,3876400
2019-03-08,1620.8,1620.8,1622.72,1586.57,1604.01,4667000
2019-03-07,1625.95,1625.95,1669.753,1620.51,1667.37,4957000
2019-03-06,1668.95,1668.95,1697.75,1668.28,1695.97,3996000
2019-03-05,1692.4301,1692.43,1707.8,1689.01,1702.95,3681500
2019-03-04,1696.17,1696.17,1709.43,1674.36,1685.0,6167400
2019-03-01,1671.73,1671.73,1674.26,1651.0,1655.13,4974900
2019-02-28,1639.83,1639.83,1651.77,1633.83,1635.25,3025900
2019-02-27,1641.09,1641.09,1641.81,1615.1,1628.18,3148800
2019-02-26,1636.4,1636.4,1639.99,1616.133,1625.9981,2665800
2019-02-25,1633.0,1633.0,1654.6,1630.387,1641.45,3184500
2019-02-22,1631.5601,1631.56,1634.94,1621.17,1623.5,3096200
2019-02-21,1619.4399,1619.44,1623.56,1600.91,1619.85,3483400
2019-02-20,1622.1,1622.1,1634.93,1610.12,1629.9675,3337600
2019-02-19,1627.58,1627.58,1634.0,1600.56,1601.0,3681700
2019-02-15,1607.95,1607.95,1628.91,1604.5,1627.8485,4343900
2019-02-14,1622.65,1622.65,1637.9,1606.061,1624.5,4120500
2019-02-13,1640.0,1640.0,1656.38,1637.106,1647.0,3560300
2019-02-12,1638.01,1638.01,1639.395,1598.88,1604.0,4858600
2019-02-11,1591.0,1591.0,1609.29,1586.0,1600.98,3317300
2019-02-08,1588.22,1588.22,1588.59,1566.756,1586.0,5657500
2019-02-07,1614.37,1614.37,1625.539,1592.91,1625.0,4626600
2019-02-06,1640.26,1640.26,1672.26,1633.34,1670.75,3939900
2019-02-05,1658.8101,1658.81,1665.26,1642.5,1643.34,4453100
2019-02-04,1633.3101,1633.31,1649.63,1613.5,1623.0,4929100
2019-02-01,1626.23,1626.23,1673.06,1622.0605,1638.88,11506200
2019-01-31,1718.73,1718.73,1736.411,1679.082,1692.85,10910300
2019-01-30,1670.4301,1670.43,1676.95,1619.68,1623.0,5783800
2019-01-29,1593.88,1593.88,1632.38,1590.72,1631.248,4632800
2019-01-28,1637.89,1637.89,1645.0,1614.09,1643.59,4837700
2019-01-25,1670.5699,1670.57,1683.48,1661.612,1670.5,4945900
2019-01-24,1654.9301,1654.93,1657.257,1631.785,1641.07,4089900
2019-01-23,1640.02,1640.02,1657.43,1612.0,1656.0,5225200
2019-01-22,1632.17,1632.17,1681.867,1610.2,1681.0,6416800
2019-01-18,1696.2,1696.2,1716.2,1691.54,1711.9416,6020500
2019-01-17,1693.22,1693.22,1700.1028,1677.5,1680.0,4208900
2019-01-16,1683.78,1683.78,1705.0,1675.9591,1684.22,6366900
2019-01-15,1674.5601,1674.56,1675.16,1626.1024,1632.0,5998500
2019-01-14,1617.21,1617.21,1648.2,1595.15,1615.0,6005900
2019-01-11,1640.5601,1640.56,1660.294,1636.22,1640.55,4686200
2019-01-10,1656.22,1656.22,1663.25,1621.615,1641.01,6507700
2019-01-09,1659.42,1659.42,1667.799,1641.395,1652.98,6348800
2019-01-08,1656.58,1656.58,1676.61,1616.61,1664.69,8881400
2019-01-07,1629.51,1629.51,1634.56,1589.185,1602.31,7993200
2019-01-04,1575.39,1575.39,1594.0,1518.31,1530.0,9182600
2019-01-03,1500.28,1500.28,1538.0,1497.11,1520.01,6975600
2019-01-02,1539.13,1539.13,1553.36,1460.93,1465.2,7983100
2018-12-31,1501.97,1501.97,1520.76,1487.0,1510.8,6954500
2018-12-28,1478.02,1478.02,1513.47,1449.0,1473.35,8829000
2018-12-27,1461.64,1461.64,1469.0,1390.31,1454.2079,9722000
2018-12-26,1470.9,1470.9,1473.157,1363.01,1368.89,10411800
2018-12-24,1343.96,1343.96,1396.03,1307.0,1346.0,7220000
2018-12-21,1377.45,1377.45,1480.0,1363.96,1464.99,13640300
2018-12-20,1460.83,1460.83,1509.5,1432.69,1483.9692,9991800
2018-12-19,1495.08,1495.08,1584.53,1483.18,1543.05,8792200
2018-12-18,1551.48,1551.48,1567.55,1523.01,1540.0,6523000
2018-12-17,1520.91,1520.91,1576.13,1505.01,1566.0,8829800
2018-12-14,1591.91,1591.91,1642.57,1585.0,1638.0,6367200
2018-12-13,1658.38,1658.38,1692.12,1641.5,1680.0,5271300
2018-12-12,1663.54,1663.54,1704.99,1660.27,1669.0,6598000
2018-12-11,1643.24,1643.24,1679.468,1619.6,1678.0,6244700
2018-12-10,1641.03,1641.03,1657.99,1590.87,1623.84,7494800
2018-12-07,1629.13,1629.13,1718.926,1625.46,1705.07,7576100
2018-12-06,1699.1899,1699.19,1701.05,1609.85,1614.87,8789400
2018-12-04,1668.4,1668.4,1770.338,1665.0,1756.0,8694500
2018-12-03,1772.36,1772.36,1778.3796,1730.0,1769.46,6862300
2018-11-30,1690.17,1690.17,1696.0,1666.5,1679.5,5761800
2018-11-29,1673.5699,1673.57,1689.99,1652.331,1674.99,6613200
2018-11-28,1677.75,1677.75,1681.45,1601.2189,1613.92,8458700
2018-11-27,1581.42,1581.42,1597.65,1558.01,1575.99,5783200
2018-11-26,1581.33,1581.33,1584.81,1524.22,1539.0,6257700
2018-11-23,1502.0601,1502.06,1536.2,1501.81,1517.0,2707600
2018-11-21,1516.73,1516.73,1550.0,1515.0,1542.99,5716800
2018-11-20,1495.46,1495.46,1534.75,1420.0,1437.5,10878800
2018-11-19,1512.29,1512.29,1581.19,1503.36,1577.01,7790000
2018-11-16,1593.41,1593.41,1614.48,1573.12,1587.5,6066100
2018-11-15,1619.4399,1619.44,1624.82,1546.4309,1581.01,8427300
2018-11-14,1599.01,1599.01,1672.995,1597.07,1656.32,6486900
2018-11-13,1631.17,1631.17,1676.9944,1613.75,1649.29,5933300
2018-11-12,1636.85,1636.85,1708.55,1630.01,1698.24,6806200
2018-11-09,1712.4301,1712.43,1743.921,1701.87,1732.5,5902200
2018-11-08,1754.91,1754.91,1784.0,1725.11,1755.0,6534900
2018-11-07,1755.49,1755.49,1759.23,1664.075,1673.0,8192200
2018-11-06,1642.8101,1642.81,1665.0,1614.55,1618.35,4257400
2018-11-05,1627.8,1627.8,1658.09,1596.36,1657.57,5624700
2018-11-02,1665.53,1665.53,1697.44,1651.83,1678.59,6955500
2018-11-01,1665.53,1665.53,1670.447,1598.44,1623.53,8135500
2018-10-31,1598.01,1598.01,1623.91,1565.09,1569.9429,9390200
2018-10-30,1530.42,1530.42,1540.99,1476.36,1486.16,12460100
2018-10-29,1538.88,1538.88,1665.738,1495.0,1660.0,13866100
2018-10-26,1642.8101,1642.81,1698.46,1603.0,1649.59,14963800
2018-10-25,1782.17,1782.17,1794.81,1692.01,1703.34,10285700
2018-10-24,1664.2,1664.2,1777.71,1656.56,1773.7,6928400
2018-10-23,1768.7,1768.7,1776.34,1714.0,1742.0922,6723900
2018-10-22,1789.3,1789.3,1809.5498,1756.0,1784.0,4500000
2018-10-19,1764.03,1764.03,1809.1,1753.0,1785.16,5907200
2018-10-18,1770.72,1770.72,1830.15,1767.87,1821.49,5874000
2018-10-17,1831.73,1831.73,1845.0,1807.0,1842.79,5295200
2018-10-16,1819.96,1819.96,1823.88,1761.529,1783.5,5859900
2018-10-15,1760.95,1760.95,1795.05,1734.23,1795.1518,6437200
2018-10-12,1788.61,1788.61,1808.95,1742.53,1808.0,9444600
2018-10-11,1719.36,1719.36,1755.4,1685.1,1724.0,13935900
2018-10-10,1755.25,1755.25,1858.56,1754.41,1857.89,10988900
2018-10-09,1870.3199,1870.32,1896.676,1852.32,1859.99,4772900
2018-10-08,1864.42,1864.42,1901.996,1830.5624,1874.0,7393200
2018-10-05,1889.65,1889.65,1929.08,1862.83,1917.99,6822300
2018-10-04,1909.42,1909.42,1956.0,1896.57,1948.9295,7257000
2018-10-03,1952.76,1952.76,1989.7,1949.81,1981.7,5253100
2018-10-02,1971.3101,1971.31,2013.39,1965.77,1999.99,5400700
2018-10-01,2004.36,2004.36,2033.19,2003.6,2021.99,3460500
2018-09-28,2003.0,2003.0,2026.52,1996.465,2004.41,4085100
2018-09-27,2012.98,2012.98,2016.156,1988.58,1993.236,4329400
2018-09-26,1974.85,1974.85,1995.25,1961.52,1968.5,4313500
2018-09-25,1974.55,1974.55,1975.91,1938.85,1942.9,4538400
2018-09-24,1934.36,1934.36,1936.88,1865.0,1903.79,4213700
2018-09-21,1915.01,1915.01,1957.31,1910.501,1954.22,6855900
2018-09-20,1944.3,1944.3,1955.0,1932.25,1938.58,3154900
2018-09-19,1926.42,1926.42,1940.83,1904.9,1940.5835,4056800
2018-09-18,1941.05,1941.05,1958.2,1915.439,1918.65,4268700
2018-09-17,1908.03,1908.03,1956.82,1887.41,1954.73,7050200
2018-09-14,1970.1899,1970.19,1993.648,1959.22,1992.93,3642000
2018-09-13,1989.87,1989.87,2008.76,1982.028,2000.0,3621500
2018-09-12,1990.0,1990.0,2000.0,1962.44,1994.0,4414000
2018-09-11,1987.15,1987.15,1988.88,1917.0,1928.27,5033600
2018-09-10,1939.01,1939.01,1973.04,1931.516,1971.0,4544800
2018-09-07,1952.0699,1952.07,1975.2,1937.35,1938.71,4892600
2018-09-06,1958.3101,1958.31,2007.5,1935.209,2006.505,7488700
2018-09-05,1994.8199,1994.82,2040.38,1989.89,2038.11,8220600
2018-09-04,2039.51,2039.51,2050.5,2013.0,2026.5,5721100
2018-08-31,2012.71,2012.71,2022.38,2004.74,2007.0,4204400
2018-08-30,2002.38,2002.38,2025.57,1986.9,1997.42,7277300
2018-08-29,1998.1,1998.1,1998.69,1948.94,1953.45,6531800
2018-08-28,1932.8199,1932.82,1941.777,1928.82,1937.73,3100700
2018-08-27,1927.6801,1927.68,1927.7,1909.281,1915.0,3569000
2018-08-24,1905.39,1905.39,1916.01,1902.54,1910.51,2800900
2018-08-23,1902.9,1902.9,1919.5,1900.76,1907.17,3563000
2018-08-22,1904.9,1904.9,1905.8,1876.64,1876.64,3080500
2018-08-21,1883.42,1883.42,1897.75,1874.405,1880.0,3105600
2018-08-20,1876.71,1876.71,1891.746,1866.061,1890.57,2862000
2018-08-17,1882.22,1882.22,1888.0,1855.5823,1885.8,4104300
2018-08-16,1886.52,1886.52,1905.0,1883.553,1903.94,3957100
2018-08-15,1882.62,1882.62,1916.21,1869.79,1909.55,7700700
2018-08-14,1919.65,1919.65,1921.01,1899.9651,1919.39,3986100
2018-08-13,1896.2,1896.2,1925.0,1893.67,1898.5,5531500
2018-08-10,1886.3,1886.3,1899.5,1878.213,1888.51,3639900
2018-08-09,1898.52,1898.52,1914.57,1877.48,1882.0,4860400
2018-08-08,1886.52,1886.52,1891.51,1854.5,1861.0,3963000
2018-08-07,1862.48,1862.48,1869.72,1846.267,1854.53,3377500
2018-08-06,1847.75,1847.75,1847.77,1818.92,1825.81,3391800
2018-08-03,1823.29,1823.29,1841.0,1821.501,1837.744,3460500
2018-08-02,1834.33,1834.33,1836.56,1786.0,1788.77,4354700
2018-08-01,1797.17,1797.17,1798.437,1776.02,1784.0,4153100
2018-07-31,1777.4399,1777.44,1801.83,1739.32,1786.49,5738700
2018-07-30,1779.22,1779.22,1829.5,1766.02,1827.33,6562300
2018-07-27,1817.27,1817.27,1880.05,1806.53,1876.05,9681000
2018-07-26,1808.0,1808.0,1844.68,1804.5,1839.0,9924400
2018-07-25,1863.61,1863.61,1863.84,1822.64,1829.3,3738200
2018-07-24,1829.24,1829.24,1840.0394,1809.383,1829.01,4278700
2018-07-23,1802.0,1802.0,1819.0,1769.99,1812.21,3888500
2018-07-20,1813.7,1813.7,1834.84,1810.06,1825.01,3884400
2018-07-19,1812.97,1812.97,1841.0,1811.27,1829.46,4676900
2018-07-18,1842.92,1842.92,1858.88,1831.27,1848.0,4861900
2018-07-17,1843.9301,1843.93,1851.69,1797.384,1811.56,5682900
2018-07-16,1822.49,1822.49,1841.95,1814.45,1821.95,5466200
2018-07-13,1813.03,1813.03,1815.3,1795.225,1803.93,4383200
2018-07-12,1796.62,1796.62,1798.0,1762.18,1764.51,4532700
2018-07-11,1755.0,1755.0,1756.96,1734.0,1737.99,3209800
2018-07-10,1743.0699,1743.07,1749.9178,1731.0,1738.53,3002900
2018-07-09,1739.02,1739.02,1739.56,1716.23,1724.05,3012000
2018-07-06,1710.63,1710.63,1715.268,1691.6045,1696.0,2650300
2018-07-05,1699.73,1699.73,1710.69,1682.15,1705.38,2983100
2018-07-03,1693.96,1693.96,1725.0,1692.48,1723.96,2177300
2018-07-02,1713.78,1713.78,1713.89,1678.06,1682.7,3185700
2018-06-29,1699.8,1699.8,1723.41,1694.316,1717.0,4543500
2018-06-28,1701.45,1701.45,1705.5,1661.1327,1672.54,4529700
2018-06-27,1660.51,1660.51,1711.9744,1660.0,1708.11,4872200
2018-06-26,1691.09,1691.09,1701.565,1663.34,1672.37,4386600
2018-06-25,1663.15,1663.15,1705.0,1646.309,1702.51,7511200
2018-06-22,1715.67,1715.67,1742.84,1711.9,1742.62,4075100
2018-06-21,1730.22,1730.22,1763.1,1717.56,1760.0,4941100
2018-06-20,1750.08,1750.08,1762.93,1741.36,1742.5,4332600
2018-06-19,1734.78,1734.78,1736.11,1700.39,1709.04,4290100
2018-06-18,1723.79,1723.79,1726.74,1702.56,1706.1945,3107700
2018-06-15,1715.97,1715.97,1720.87,1708.52,1714.0,4777600
2018-06-14,1723.86,1723.86,1724.8,1708.87,1713.48,3174400
2018-06-13,1704.86,1704.86,1713.75,1700.12,1702.81,3327500
2018-06-12,1698.75,1698.75,1699.51,1691.524,1693.0,2259200
2018-06-11,1689.12,1689.12,1694.244,1680.592,1681.51,2335500
2018-06-08,1683.99,1683.99,1689.44,1673.01,1681.1496,2955100
2018-06-07,1689.3,1689.3,1699.9,1676.105,1698.558,3765700
2018-06-06,1695.75,1695.75,1714.5,1686.47,1704.51,5473200
2018-06-05,1696.35,1696.35,1699.0,1670.06,1672.99,4782200
2018-06-04,1665.27,1665.27,1665.68,1645.4826,1648.9,3187700
2018-06-01,1641.54,1641.54,1646.73,1635.0381,1637.03,3313400
2018-05-31,1629.62,1629.62,1635.0,1621.35,1623.0,3166300
2018-05-30,1624.89,1624.89,1626.0,1612.93,1618.1,2907400
2018-05-29,1612.87,1612.87,1621.79,1600.15,1600.709,3846500
2018-05-25,1610.15,1610.15,1614.075,1600.447,1603.0,2698400
2018-05-24,1603.0699,1603.07,1608.24,1588.38,1598.03,3430000
2018-05-23,1601.86,1601.86,1601.86,1566.34,1571.05,3361900
2018-05-22,1581.4,1581.4,1589.89,1575.25,1589.89,2115600
2018-05-21,1585.46,1585.46,1592.05,1575.0,1585.0,2925200
2018-05-18,1574.37,1574.37,1583.59,1572.1,1581.33,2642600
2018-05-17,1581.76,1581.76,1594.04,1573.0,1580.56,2147600
2018-05-16,1587.28,1587.28,1594.43,1576.67,1577.4062,2570600
2018-05-15,1576.12,1576.12,1587.805,1565.22,1587.805,5077500
2018-05-14,1601.54,1601.54,1611.1536,1600.05,1604.0,2509500
2018-05-11,1602.91,1602.91,1611.1,1597.891,1610.99,2263900
2018-05-10,1609.08,1609.08,1615.6141,1603.44,1608.475,2817500
2018-05-09,1608.0,1608.0,1608.0,1592.0,1600.0,3637300
2018-05-08,1592.39,1592.39,1596.88,1582.587,1595.0,3067900
2018-05-07,1600.14,1600.14,1606.949,1587.8126,1589.337,3801900
2018-05-04,1580.95,1580.95,1584.9,1562.19,1562.45,3443600
2018-05-03,1572.08,1572.075,1574.8,1546.02,1560.01,4251900
2018-05-02,1569.6801,1569.68,1588.499,1566.36,1580.98,4360300
2018-05-01,1582.26,1582.26,1585.0,1552.18,1563.22,4572100
2018-04-30,1566.13,1566.13,1596.0408,1560.941,1582.5,5464100
2018-04-27,1572.62,1572.62,1638.1,1567.386,1634.01,13053200
2018-04-26,1517.96,1517.96,1529.42,1478.5,1485.01,8801100
2018-04-25,1460.17,1460.17,1469.99,1415.0784,1458.0,6587300
2018-04-24,1460.09,1460.09,1539.5,1448.447,1535.8,7494700
2018-04-23,1517.86,1517.86,1548.0568,1503.41,1546.695,4465400
2018-04-20,1527.49,1527.49,1561.2,1516.093,1561.2,5541600
2018-04-19,1556.91,1556.91,1568.52,1539.06,1543.22,6523700
2018-04-18,1527.84,1527.84,1533.8,1504.11,1514.65,5227500
2018-04-17,1503.83,1503.83,1507.19,1457.022,1462.295,5114400
2018-04-16,1441.5,1441.5,1447.0191,1427.48,1445.0,2808600
2018-04-13,1430.79,1430.79,1459.781,1424.52,1449.136,3685300
2018-04-12,1448.5,1448.5,1452.12,1435.06,1439.5,3135000
2018-04-11,1427.05,1427.05,1448.776,1424.89,1439.44,3582500
2018-04-10,1436.22,1436.22,1438.38,1415.7329,1431.99,4254100
2018-04-09,1406.08,1406.08,1438.48,1402.4633,1425.03,4208200
2018-04-06,1405.23,1405.23,1452.502,1400.26,1429.97,5882300
2018-04-05,1451.75,1451.75,1459.557,1427.1437,1441.99,6413500
2018-04-04,1410.5699,1410.57,1415.39,1352.88,1358.1963,6982300
2018-04-03,1392.05,1392.05,1414.0,1355.2532,1391.38,10231200
2018-04-02,1371.99,1371.99,1421.358,1355.0,1417.62,10463600
2018-03-29,1447.34,1447.34,1455.47,1365.2,1406.0,12581100
2018-03-28,1431.42,1431.42,1455.8424,1386.17,1447.0,13705300
2018-03-27,1497.05,1497.05,1575.965,1482.32,1572.4,6999600
2018-03-26,1555.86,1555.86,1556.99,1499.25,1530.0,5624700
2018-03-23,1495.5601,1495.56,1549.02,1495.36,1539.01,8006000
2018-03-22,1544.92,1544.92,1573.85,1542.4,1565.47,6320600
2018-03-21,1581.86,1581.86,1590.0,1563.17,1586.45,4750800
2018-03-20,1586.51,1586.51,1587.0,1545.41,1550.34,4581600
2018-03-19,1544.9301,1544.93,1561.66,1525.35,1554.53,6580800
2018-03-16,1571.6801,1571.68,1589.44,1567.5,1583.45,5425000
2018-03-15,1582.3199,1582.32,1596.91,1578.11,1595.0,4069700
